FK_municipio,df_ref,FK_instr_gestao,ini_vigencia,fim_vigencia,doc_anexado
86,2021-07-01,0,2021-07-03,2021-10-18,False
86,2021-07-01,1,2021-07-02,2021-09-23,True
86,2021-01-01,0,2021-01-07,2021-04-24,False
86,2021-01-01,1,2021-01-04,2021-04-23,True
86,2021-01-01,2,2021-01-07,2021-03-29,False
86,2021-01-01,3,2021-01-04,2021-03-26,False
86,2021-01-01,4,2021-01-07,2021-04-11,False
86,2020-07-01,0,2020-07-02,2020-09-30,False
86,2020-01-01,0,2020-01-03,2020-04-16,True
86,2020-01-01,1,2020-01-02,2020-04-08,False
86,2020-01-01,2,2020-01-04,2020-03-28,False
86,2020-01-01,3,2020-01-05,2020-03-26,True
87,2021-07-01,0,2021-07-07,2021-10-17,False
87,2021-01-01,0,2021-01-07,2021-04-07,True
87,2021-01-01,1,2021-01-04,2021-03-27,False
87,2020-07-01,0,2020-07-07,2020-10-10,False
87,2020-07-01,1,2020-07-03,2020-10-07,False
87,2020-07-01,2,2020-07-02,2020-09-26,True
87,2020-07-01,3,2020-07-05,2020-10-17,False
87,2020-07-01,4,2020-07-07,2020-09-29,False
87,2020-01-01,0,2020-01-07,2020-04-20,True
87,2020-01-01,1,2020-01-02,2020-04-18,False
87,2020-01-01,2,2020-01-04,2020-04-09,False
87,2020-01-01,3,2020-01-02,2020-03-25,False
87,2020-01-01,4,2020-01-03,2020-04-01,True
88,2021-01-01,0,2021-01-02,2021-04-09,True
88,2021-01-01,1,2021-01-06,2021-04-23,False
88,2021-01-01,2,2021-01-03,2021-04-03,True
88,2021-01-01,3,2021-01-04,2021-03-29,False
88,2020-07-01,0,2020-07-02,2020-09-23,True
88,2020-07-01,1,2020-07-06,2020-10-05,False
88,2020-07-01,2,2020-07-02,2020-10-14,False
88,2020-07-01,3,2020-07-03,2020-09-22,True
89,2021-07-01,0,2021-07-07,2021-10-15,False
89,2021-07-01,1,2021-07-07,2021-10-01,True
89,2021-07-01,2,2021-07-06,2021-10-24,False
89,2021-01-01,0,2021-01-05,2021-03-30,False
89,2021-01-01,1,2021-01-06,2021-04-07,False
89,2020-07-01,0,2020-07-07,2020-09-29,False
89,2020-01-01,0,2020-01-02,2020-04-15,False
89,2020-01-01,1,2020-01-02,2020-04-18,False
89,2020-01-01,2,2020-01-04,2020-04-13,True
89,2020-01-01,3,2020-01-06,2020-04-19,True
90,2021-01-01,0,2021-01-04,2021-04-05,False
90,2021-01-01,1,2021-01-04,2021-03-30,False
90,2021-01-01,2,2021-01-03,2021-04-07,False
90,2021-01-01,3,2021-01-02,2021-04-14,False
90,2021-01-01,4,2021-01-04,2021-04-08,False
90,2020-07-01,0,2020-07-04,2020-10-04,False
90,2020-07-01,1,2020-07-07,2020-10-01,False
90,2020-07-01,2,2020-07-03,2020-10-15,False
90,2020-07-01,3,2020-07-02,2020-10-12,True
90,2020-07-01,4,2020-07-04,2020-10-12,False
90,2020-07-01,5,2020-07-07,2020-09-28,True
90,2020-01-01,0,2020-01-06,2020-04-21,False
90,2020-01-01,1,2020-01-07,2020-04-14,False
90,2020-01-01,2,2020-01-05,2020-04-24,False
90,2020-01-01,3,2020-01-02,2020-04-10,True
90,2020-01-01,4,2020-01-05,2020-04-16,False
91,2021-07-01,0,2021-07-03,2021-09-25,False
91,2021-07-01,1,2021-07-02,2021-10-20,False
91,2021-07-01,2,2021-07-02,2021-10-17,False
91,2021-07-01,3,2021-07-05,2021-10-02,False
91,2021-01-01,0,2021-01-04,2021-04-23,False
91,2021-01-01,1,2021-01-07,2021-04-08,False
91,2021-01-01,2,2021-01-04,2021-04-06,False
91,2021-01-01,3,2021-01-03,2021-04-02,False
91,2021-01-01,4,2021-01-04,2021-04-03,False
91,2021-01-01,5,2021-01-04,2021-03-27,True
91,2020-01-01,0,2020-01-03,2020-03-26,True
91,2020-01-01,1,2020-01-02,2020-04-19,False
91,2020-01-01,2,2020-01-05,2020-03-29,False
91,2020-01-01,3,2020-01-03,2020-03-26,False
92,2021-07-01,0,2021-07-03,2021-10-13,False
92,2021-07-01,1,2021-07-06,2021-10-06,False
92,2021-01-01,0,2021-01-07,2021-04-01,False
92,2021-01-01,1,2021-01-05,2021-04-15,False
92,2021-01-01,2,2021-01-06,2021-04-10,False
92,2021-01-01,3,2021-01-03,2021-04-16,True
92,2021-01-01,4,2021-01-06,2021-04-05,False
92,2020-07-01,0,2020-07-06,2020-10-07,False
92,2020-07-01,1,2020-07-07,2020-10-16,False
92,2020-07-01,2,2020-07-04,2020-10-13,False
92,2020-07-01,3,2020-07-02,2020-09-26,False
92,2020-07-01,4,2020-07-02,2020-10-03,False
92,2020-01-01,0,2020-01-04,2020-04-04,False
92,2020-01-01,1,2020-01-06,2020-04-16,False
92,2020-01-01,2,2020-01-06,2020-04-17,False
92,2020-01-01,3,2020-01-04,2020-03-29,True
93,2021-07-01,0,2021-07-05,2021-10-21,False
93,2021-07-01,1,2021-07-03,2021-10-12,False
93,2021-07-01,2,2021-07-03,2021-09-28,True
93,2021-07-01,3,2021-07-06,2021-10-19,False
93,2021-01-01,0,2021-01-06,2021-04-12,True
93,2021-01-01,1,2021-01-07,2021-04-01,False
93,2020-07-01,0,2020-07-03,2020-10-17,False
93,2020-07-01,1,2020-07-05,2020-10-19,False
93,2020-07-01,2,2020-07-03,2020-09-21,False
93,2020-01-01,0,2020-01-06,2020-03-31,False
94,2021-07-01,0,2021-07-02,2021-10-09,True
94,2021-07-01,1,2021-07-06,2021-10-07,False
94,2021-07-01,2,2021-07-07,2021-10-06,False
94,2021-07-01,3,2021-07-03,2021-10-11,False
94,2021-07-01,4,2021-07-03,2021-10-11,False
94,2021-07-01,5,2021-07-03,2021-10-21,True
94,2021-01-01,0,2021-01-02,2021-03-24,True
94,2021-01-01,1,2021-01-07,2021-04-27,False
94,2021-01-01,2,2021-01-02,2021-04-10,True
94,2021-01-01,3,2021-01-02,2021-04-07,False
94,2020-07-01,0,2020-07-06,2020-09-27,False
94,2020-07-01,1,2020-07-06,2020-09-28,False
94,2020-07-01,2,2020-07-05,2020-10-20,True
94,2020-07-01,3,2020-07-07,2020-10-04,False
94,2020-07-01,4,2020-07-05,2020-10-01,False
94,2020-07-01,5,2020-07-04,2020-10-14,False
94,2020-01-01,0,2020-01-07,2020-04-11,True
95,2021-01-01,0,2021-01-04,2021-04-20,True
95,2020-07-01,0,2020-07-05,2020-09-28,False
95,2020-07-01,1,2020-07-02,2020-09-23,False
95,2020-01-01,0,2020-01-05,2020-04-04,False
95,2020-01-01,1,2020-01-03,2020-04-14,False
96,2021-01-01,0,2021-01-07,2021-04-18,False
96,2021-01-01,1,2021-01-03,2021-03-24,False
96,2020-07-01,0,2020-07-02,2020-10-14,True
96,2020-07-01,1,2020-07-07,2020-09-25,True
96,2020-07-01,2,2020-07-06,2020-10-21,True
96,2020-07-01,3,2020-07-02,2020-10-16,True
96,2020-07-01,4,2020-07-02,2020-09-29,False
96,2020-07-01,5,2020-07-02,2020-10-07,True
96,2020-01-01,0,2020-01-07,2020-03-31,False
96,2020-01-01,1,2020-01-06,2020-04-17,False
96,2020-01-01,2,2020-01-02,2020-04-10,False
96,2020-01-01,3,2020-01-03,2020-03-31,False
96,2020-01-01,4,2020-01-03,2020-04-20,True
96,2020-01-01,5,2020-01-05,2020-03-28,False
97,2021-07-01,0,2021-07-05,2021-09-27,True
97,2021-01-01,0,2021-01-06,2021-04-04,False
97,2021-01-01,1,2021-01-03,2021-04-12,True
97,2021-01-01,2,2021-01-03,2021-03-29,True
97,2020-07-01,0,2020-07-05,2020-09-26,False
97,2020-07-01,1,2020-07-06,2020-09-29,False
97,2020-07-01,2,2020-07-07,2020-10-05,False
97,2020-07-01,3,2020-07-06,2020-09-24,False
97,2020-01-01,0,2020-01-02,2020-04-01,False
97,2020-01-01,1,2020-01-06,2020-04-21,False
97,2020-01-01,2,2020-01-03,2020-04-20,False
97,2020-01-01,3,2020-01-07,2020-03-27,False
97,2020-01-01,4,2020-01-03,2020-04-11,False
97,2020-01-01,5,2020-01-03,2020-03-24,True
98,2021-07-01,0,2021-07-03,2021-09-27,False
98,2021-01-01,0,2021-01-04,2021-03-25,False
98,2021-01-01,1,2021-01-03,2021-04-19,True
98,2021-01-01,2,2021-01-02,2021-04-06,True
98,2020-07-01,0,2020-07-06,2020-10-10,False
98,2020-07-01,1,2020-07-03,2020-10-07,False
98,2020-07-01,2,2020-07-07,2020-10-22,True
98,2020-07-01,3,2020-07-05,2020-09-26,True
98,2020-07-01,4,2020-07-07,2020-10-22,True
98,2020-01-01,0,2020-01-03,2020-04-21,False
98,2020-01-01,1,2020-01-04,2020-04-19,False
98,2020-01-01,2,2020-01-07,2020-04-13,False
98,2020-01-01,3,2020-01-05,2020-04-22,True
99,2021-07-01,0,2021-07-04,2021-09-28,True
99,2021-07-01,1,2021-07-02,2021-10-14,False
99,2021-07-01,2,2021-07-03,2021-10-01,False
99,2021-07-01,3,2021-07-03,2021-10-06,False
99,2021-07-01,4,2021-07-04,2021-10-09,False
99,2021-07-01,5,2021-07-07,2021-10-17,False
99,2021-01-01,0,2021-01-04,2021-03-28,True
99,2021-01-01,1,2021-01-02,2021-04-20,True
99,2020-07-01,0,2020-07-02,2020-10-15,True
99,2020-07-01,1,2020-07-05,2020-10-11,False
99,2020-07-01,2,2020-07-03,2020-10-19,False
99,2020-01-01,0,2020-01-07,2020-04-17,False
99,2020-01-01,1,2020-01-05,2020-04-18,True
99,2020-01-01,2,2020-01-05,2020-04-07,True
99,2020-01-01,3,2020-01-05,2020-04-03,False
99,2020-01-01,4,2020-01-04,2020-03-26,False
100,2021-01-01,0,2021-01-03,2021-03-28,False
100,2021-01-01,1,2021-01-07,2021-04-21,False
100,2021-01-01,2,2021-01-04,2021-04-10,True
100,2021-01-01,3,2021-01-06,2021-03-30,False
100,2020-07-01,0,2020-07-05,2020-10-15,False
100,2020-07-01,1,2020-07-04,2020-10-02,False
100,2020-07-01,2,2020-07-03,2020-10-20,True
100,2020-07-01,3,2020-07-04,2020-10-16,True
100,2020-07-01,4,2020-07-02,2020-10-04,False
100,2020-07-01,5,2020-07-06,2020-09-28,False
100,2020-01-01,0,2020-01-05,2020-04-24,False
100,2020-01-01,1,2020-01-05,2020-04-20,False
100,2020-01-01,2,2020-01-07,2020-04-05,True
101,2021-07-01,0,2021-07-06,2021-09-24,True
101,2021-01-01,0,2021-01-07,2021-04-21,False
101,2021-01-01,1,2021-01-05,2021-04-07,True
101,2021-01-01,2,2021-01-05,2021-03-27,False
101,2021-01-01,3,2021-01-02,2021-04-13,False
101,2021-01-01,4,2021-01-07,2021-04-10,False
101,2020-07-01,0,2020-07-07,2020-10-23,True
101,2020-07-01,1,2020-07-02,2020-10-06,False
101,2020-07-01,2,2020-07-05,2020-10-07,True
101,2020-07-01,3,2020-07-03,2020-10-14,True
101,2020-07-01,4,2020-07-07,2020-10-20,False
101,2020-01-01,0,2020-01-07,2020-03-29,False
102,2021-07-01,0,2021-07-02,2021-10-20,True
102,2021-07-01,1,2021-07-07,2021-09-29,False
102,2021-01-01,0,2021-01-04,2021-04-10,False
102,2020-01-01,0,2020-01-07,2020-04-18,True
102,2020-01-01,1,2020-01-05,2020-04-19,True
102,2020-01-01,2,2020-01-06,2020-03-28,True
103,2021-07-01,0,2021-07-06,2021-10-08,True
103,2021-07-01,1,2021-07-05,2021-10-08,False
103,2021-01-01,0,2021-01-02,2021-03-27,False
103,2020-07-01,0,2020-07-07,2020-10-12,False
103,2020-07-01,1,2020-07-03,2020-09-30,False
103,2020-07-01,2,2020-07-02,2020-10-04,True
103,2020-07-01,3,2020-07-04,2020-10-21,True
103,2020-07-01,4,2020-07-06,2020-09-30,True
103,2020-07-01,5,2020-07-04,2020-10-14,True
103,2020-01-01,0,2020-01-07,2020-04-25,False
103,2020-01-01,1,2020-01-03,2020-04-16,True
103,2020-01-01,2,2020-01-06,2020-04-03,False
103,2020-01-01,3,2020-01-04,2020-04-23,False
103,2020-01-01,4,2020-01-07,2020-04-18,False
104,2021-07-01,0,2021-07-06,2021-10-05,False
104,2021-07-01,1,2021-07-06,2021-10-01,False
104,2021-07-01,2,2021-07-07,2021-09-30,True
104,2021-07-01,3,2021-07-03,2021-09-23,True
104,2021-01-01,0,2021-01-06,2021-04-23,True
104,2021-01-01,1,2021-01-03,2021-04-15,False
104,2021-01-01,2,2021-01-04,2021-03-27,False
104,2021-01-01,3,2021-01-04,2021-04-17,False
104,2021-01-01,4,2021-01-06,2021-03-27,False
104,2020-07-01,0,2020-07-02,2020-10-03,False
104,2020-07-01,1,2020-07-07,2020-10-24,True
104,2020-07-01,2,2020-07-03,2020-09-24,False
104,2020-07-01,3,2020-07-06,2020-10-13,False
104,2020-07-01,4,2020-07-07,2020-09-30,False
104,2020-01-01,0,2020-01-02,2020-04-02,True
104,2020-01-01,1,2020-01-03,2020-03-24,True
104,2020-01-01,2,2020-01-03,2020-04-18,False
104,2020-01-01,3,2020-01-05,2020-04-06,False
104,2020-01-01,4,2020-01-07,2020-03-27,False
105,2020-07-01,0,2020-07-02,2020-09-22,False
106,2021-07-01,0,2021-07-04,2021-09-29,True
106,2021-07-01,1,2021-07-02,2021-09-20,True
106,2021-07-01,2,2021-07-07,2021-10-24,False
106,2021-07-01,3,2021-07-06,2021-10-05,False
106,2021-07-01,4,2021-07-04,2021-09-28,True
106,2021-07-01,5,2021-07-02,2021-10-06,False
106,2020-07-01,0,2020-07-02,2020-10-07,False
106,2020-07-01,1,2020-07-05,2020-10-10,True
106,2020-07-01,2,2020-07-05,2020-09-23,False
106,2020-07-01,3,2020-07-07,2020-10-01,False
106,2020-07-01,4,2020-07-03,2020-10-11,False
106,2020-01-01,0,2020-01-06,2020-04-19,True
106,2020-01-01,1,2020-01-07,2020-04-02,True
106,2020-01-01,2,2020-01-05,2020-03-31,True
106,2020-01-01,3,2020-01-07,2020-04-08,True
106,2020-01-01,4,2020-01-03,2020-04-10,False
106,2020-01-01,5,2020-01-05,2020-04-04,False
107,2021-07-01,0,2021-07-04,2021-10-03,False
107,2021-01-01,0,2021-01-02,2021-04-19,False
107,2021-01-01,1,2021-01-06,2021-04-05,True
107,2021-01-01,2,2021-01-06,2021-04-03,False
107,2021-01-01,3,2021-01-03,2021-03-30,True
107,2021-01-01,4,2021-01-02,2021-04-04,False
107,2020-07-01,0,2020-07-02,2020-10-18,False
107,2020-07-01,1,2020-07-06,2020-10-14,True
107,2020-07-01,2,2020-07-06,2020-10-18,False
107,2020-01-01,0,2020-01-07,2020-04-21,True
108,2021-01-01,0,2021-01-02,2021-04-17,True
108,2021-01-01,1,2021-01-03,2021-04-19,False
108,2021-01-01,2,2021-01-05,2021-04-17,False
108,2021-01-01,3,2021-01-07,2021-03-30,True
108,2020-01-01,0,2020-01-02,2020-04-06,False
108,2020-01-01,1,2020-01-04,2020-04-10,False
108,2020-01-01,2,2020-01-06,2020-04-14,False
108,2020-01-01,3,2020-01-06,2020-04-01,False
109,2021-07-01,0,2021-07-03,2021-10-07,False
109,2021-07-01,1,2021-07-04,2021-10-01,False
109,2021-07-01,2,2021-07-02,2021-10-20,False
109,2021-07-01,3,2021-07-06,2021-10-05,True
109,2021-01-01,0,2021-01-07,2021-04-20,False
109,2021-01-01,1,2021-01-07,2021-03-28,False
109,2020-07-01,0,2020-07-03,2020-09-21,False
109,2020-07-01,1,2020-07-02,2020-09-21,False
109,2020-01-01,0,2020-01-07,2020-04-11,False
109,2020-01-01,1,2020-01-07,2020-04-15,False
109,2020-01-01,2,2020-01-02,2020-04-07,True
109,2020-01-01,3,2020-01-05,2020-04-03,False
109,2020-01-01,4,2020-01-03,2020-04-05,True
109,2020-01-01,5,2020-01-06,2020-04-11,True
110,2021-07-01,0,2021-07-03,2021-10-17,False
110,2021-07-01,1,2021-07-04,2021-09-30,False
110,2021-07-01,2,2021-07-06,2021-09-28,True
110,2021-07-01,3,2021-07-06,2021-10-16,True
110,2021-07-01,4,2021-07-03,2021-09-28,False
110,2021-07-01,5,2021-07-02,2021-10-20,True
110,2021-01-01,0,2021-01-04,2021-03-26,False
110,2021-01-01,1,2021-01-02,2021-04-16,True
110,2021-01-01,2,2021-01-06,2021-04-10,False
110,2021-01-01,3,2021-01-04,2021-04-16,True
110,2021-01-01,4,2021-01-06,2021-04-16,False
110,2020-07-01,0,2020-07-07,2020-09-27,False
110,2020-01-01,0,2020-01-05,2020-04-19,False
110,2020-01-01,1,2020-01-06,2020-04-04,False
110,2020-01-01,2,2020-01-05,2020-04-13,False
110,2020-01-01,3,2020-01-03,2020-04-06,True
111,2021-07-01,0,2021-07-02,2021-09-30,True
111,2021-07-01,1,2021-07-02,2021-10-14,True
111,2021-07-01,2,2021-07-06,2021-10-04,False
111,2021-07-01,3,2021-07-03,2021-10-07,True
111,2021-07-01,4,2021-07-07,2021-10-08,True
111,2021-01-01,0,2021-01-05,2021-04-25,True
111,2021-01-01,1,2021-01-03,2021-04-16,False
111,2021-01-01,2,2021-01-05,2021-04-05,True
111,2021-01-01,3,2021-01-03,2021-04-08,False
111,2020-07-01,0,2020-07-07,2020-10-22,False
111,2020-07-01,1,2020-07-05,2020-10-20,False
111,2020-07-01,2,2020-07-03,2020-10-11,False
111,2020-07-01,3,2020-07-03,2020-09-27,True
111,2020-01-01,0,2020-01-03,2020-04-08,False
111,2020-01-01,1,2020-01-03,2020-04-19,True
111,2020-01-01,2,2020-01-04,2020-04-12,True
112,2021-07-01,0,2021-07-03,2021-10-17,False
112,2021-07-01,1,2021-07-05,2021-10-23,True
112,2021-07-01,2,2021-07-07,2021-10-21,False
112,2021-07-01,3,2021-07-03,2021-09-21,True
112,2021-07-01,4,2021-07-05,2021-09-28,True
112,2021-01-01,0,2021-01-03,2021-04-12,False
112,2021-01-01,1,2021-01-04,2021-03-27,False
112,2021-01-01,2,2021-01-03,2021-04-08,False
112,2021-01-01,3,2021-01-02,2021-04-14,False
112,2021-01-01,4,2021-01-05,2021-04-11,False
112,2020-07-01,0,2020-07-02,2020-10-17,False
112,2020-07-01,1,2020-07-05,2020-09-24,False
112,2020-01-01,0,2020-01-06,2020-04-08,False
112,2020-01-01,1,2020-01-04,2020-04-10,True
112,2020-01-01,2,2020-01-05,2020-04-05,False
112,2020-01-01,3,2020-01-07,2020-03-30,False
113,2020-07-01,0,2020-07-03,2020-09-27,True
113,2020-07-01,1,2020-07-07,2020-09-26,True
114,2021-07-01,0,2021-07-04,2021-09-23,False
114,2021-07-01,1,2021-07-05,2021-10-17,True
114,2021-07-01,2,2021-07-03,2021-10-12,False
114,2021-01-01,0,2021-01-07,2021-04-26,True
114,2021-01-01,1,2021-01-02,2021-04-09,True
114,2021-01-01,2,2021-01-04,2021-04-24,False
114,2021-01-01,3,2021-01-04,2021-04-13,True
114,2020-07-01,0,2020-07-06,2020-10-23,False
114,2020-07-01,1,2020-07-04,2020-09-22,False
114,2020-07-01,2,2020-07-06,2020-10-06,False
114,2020-07-01,3,2020-07-05,2020-10-17,False
114,2020-07-01,4,2020-07-03,2020-10-15,False
114,2020-01-01,0,2020-01-06,2020-04-11,False
114,2020-01-01,1,2020-01-05,2020-04-14,True
114,2020-01-01,2,2020-01-05,2020-03-31,False
114,2020-01-01,3,2020-01-02,2020-04-08,False
114,2020-01-01,4,2020-01-05,2020-03-28,False
115,2021-07-01,0,2021-07-07,2021-10-10,True
115,2021-07-01,1,2021-07-05,2021-10-20,False
115,2021-01-01,0,2021-01-07,2021-04-08,False
115,2021-01-01,1,2021-01-04,2021-04-09,False
115,2021-01-01,2,2021-01-03,2021-04-23,False
115,2021-01-01,3,2021-01-04,2021-03-28,True
115,2020-07-01,0,2020-07-05,2020-10-11,False
115,2020-07-01,1,2020-07-04,2020-10-03,False
115,2020-07-01,2,2020-07-04,2020-10-03,False
115,2020-01-01,0,2020-01-05,2020-04-03,False
115,2020-01-01,1,2020-01-06,2020-04-23,False
115,2020-01-01,2,2020-01-02,2020-03-31,False
115,2020-01-01,3,2020-01-05,2020-04-19,False
115,2020-01-01,4,2020-01-02,2020-04-12,False
116,2021-07-01,0,2021-07-02,2021-09-27,False
116,2021-07-01,1,2021-07-06,2021-10-24,False
116,2021-07-01,2,2021-07-07,2021-10-20,True
116,2021-01-01,0,2021-01-02,2021-04-12,False
116,2021-01-01,1,2021-01-07,2021-04-13,False
116,2021-01-01,2,2021-01-05,2021-04-13,False
116,2020-01-01,0,2020-01-02,2020-03-24,False
116,2020-01-01,1,2020-01-05,2020-04-23,False
116,2020-01-01,2,2020-01-03,2020-04-02,False
117,2021-07-01,0,2021-07-05,2021-10-16,False
117,2021-07-01,1,2021-07-04,2021-10-02,False
117,2020-07-01,0,2020-07-06,2020-10-24,False
117,2020-07-01,1,2020-07-04,2020-10-10,False
117,2020-07-01,2,2020-07-02,2020-10-06,False
117,2020-07-01,3,2020-07-07,2020-10-24,True
117,2020-07-01,4,2020-07-02,2020-10-15,True
117,2020-01-01,0,2020-01-06,2020-03-31,True
117,2020-01-01,1,2020-01-04,2020-04-18,False
118,2021-07-01,0,2021-07-07,2021-09-30,False
118,2021-07-01,1,2021-07-07,2021-10-03,False
118,2021-07-01,2,2021-07-05,2021-10-09,False
118,2021-07-01,3,2021-07-05,2021-10-19,True
118,2021-07-01,4,2021-07-05,2021-09-28,True
118,2021-07-01,5,2021-07-02,2021-10-06,False
118,2021-01-01,0,2021-01-04,2021-04-08,False
118,2021-01-01,1,2021-01-05,2021-04-12,False
118,2021-01-01,2,2021-01-04,2021-03-30,False
118,2021-01-01,3,2021-01-07,2021-03-29,False
118,2021-01-01,4,2021-01-02,2021-04-17,False
118,2020-01-01,0,2020-01-06,2020-03-30,True
119,2021-07-01,0,2021-07-05,2021-10-22,True
119,2021-07-01,1,2021-07-05,2021-10-07,True
119,2021-07-01,2,2021-07-07,2021-10-04,True
119,2021-07-01,3,2021-07-02,2021-10-02,False
119,2021-01-01,0,2021-01-04,2021-03-28,False
119,2021-01-01,1,2021-01-05,2021-04-19,True
119,2021-01-01,2,2021-01-04,2021-04-03,False
119,2021-01-01,3,2021-01-06,2021-04-05,False
119,2020-07-01,0,2020-07-06,2020-09-29,True
119,2020-07-01,1,2020-07-06,2020-10-01,True
119,2020-07-01,2,2020-07-02,2020-09-27,True
119,2020-07-01,3,2020-07-04,2020-10-04,False
119,2020-07-01,4,2020-07-05,2020-09-26,True
119,2020-07-01,5,2020-07-07,2020-09-27,False
119,2020-01-01,0,2020-01-07,2020-03-27,True
119,2020-01-01,1,2020-01-05,2020-03-26,True
119,2020-01-01,2,2020-01-03,2020-03-31,True
119,2020-01-01,3,2020-01-02,2020-04-04,False
120,2021-07-01,0,2021-07-06,2021-10-14,True
120,2021-07-01,1,2021-07-05,2021-10-19,False
120,2021-07-01,2,2021-07-06,2021-09-25,True
120,2021-07-01,3,2021-07-05,2021-10-15,True
120,2021-07-01,4,2021-07-04,2021-09-28,True
120,2021-01-01,0,2021-01-06,2021-04-06,False
120,2021-01-01,1,2021-01-06,2021-04-23,True
120,2021-01-01,2,2021-01-03,2021-04-12,True
120,2021-01-01,3,2021-01-06,2021-04-22,False
120,2020-01-01,0,2020-01-03,2020-03-24,True
120,2020-01-01,1,2020-01-05,2020-04-20,False
120,2020-01-01,2,2020-01-04,2020-03-25,True
120,2020-01-01,3,2020-01-04,2020-04-04,False
120,2020-01-01,4,2020-01-03,2020-03-26,False
121,2021-07-01,0,2021-07-03,2021-10-08,False
121,2021-07-01,1,2021-07-07,2021-10-09,True
121,2021-07-01,2,2021-07-05,2021-10-08,False
121,2021-01-01,0,2021-01-06,2021-04-19,False
121,2021-01-01,1,2021-01-05,2021-04-11,False
121,2021-01-01,2,2021-01-07,2021-03-28,True
121,2020-07-01,0,2020-07-07,2020-10-05,True
121,2020-07-01,1,2020-07-06,2020-10-08,False
121,2020-07-01,2,2020-07-05,2020-10-09,False
121,2020-07-01,3,2020-07-05,2020-10-09,False
121,2020-07-01,4,2020-07-06,2020-10-20,False
121,2020-01-01,0,2020-01-02,2020-03-22,False
121,2020-01-01,1,2020-01-04,2020-04-08,True
121,2020-01-01,2,2020-01-03,2020-04-22,True
121,2020-01-01,3,2020-01-06,2020-04-03,False
122,2021-07-01,0,2021-07-02,2021-09-28,True
122,2021-07-01,1,2021-07-07,2021-10-25,False
122,2021-01-01,0,2021-01-05,2021-04-23,True
122,2021-01-01,1,2021-01-05,2021-04-15,False
122,2021-01-01,2,2021-01-02,2021-04-07,False
122,2021-01-01,3,2021-01-03,2021-04-16,False
122,2021-01-01,4,2021-01-05,2021-04-17,False
122,2021-01-01,5,2021-01-02,2021-04-19,True
122,2020-07-01,0,2020-07-02,2020-10-18,False
122,2020-07-01,1,2020-07-02,2020-10-06,True
122,2020-07-01,2,2020-07-07,2020-10-12,False
122,2020-07-01,3,2020-07-04,2020-10-15,False
122,2020-07-01,4,2020-07-05,2020-10-22,True
122,2020-01-01,0,2020-01-02,2020-04-11,False
122,2020-01-01,1,2020-01-07,2020-04-14,False
122,2020-01-01,2,2020-01-04,2020-03-27,False
123,2021-07-01,0,2021-07-04,2021-09-23,True
123,2021-07-01,1,2021-07-05,2021-09-27,False
123,2021-01-01,0,2021-01-02,2021-03-25,True
123,2021-01-01,1,2021-01-07,2021-04-07,False
123,2021-01-01,2,2021-01-02,2021-03-28,False
123,2021-01-01,3,2021-01-04,2021-04-14,False
123,2020-07-01,0,2020-07-04,2020-10-15,False
123,2020-07-01,1,2020-07-06,2020-10-10,False
123,2020-07-01,2,2020-07-03,2020-10-21,True
123,2020-07-01,3,2020-07-04,2020-09-22,False
123,2020-07-01,4,2020-07-03,2020-10-06,False
124,2021-01-01,0,2021-01-02,2021-04-06,False
124,2021-01-01,1,2021-01-05,2021-04-14,False
124,2020-07-01,0,2020-07-06,2020-10-18,False
124,2020-01-01,0,2020-01-02,2020-04-09,False
124,2020-01-01,1,2020-01-02,2020-03-23,False
125,2021-07-01,0,2021-07-04,2021-10-19,False
125,2021-07-01,1,2021-07-05,2021-10-20,True
125,2021-07-01,2,2021-07-02,2021-10-02,True
125,2021-01-01,0,2021-01-05,2021-03-29,False
125,2021-01-01,1,2021-01-07,2021-04-23,False
125,2020-07-01,0,2020-07-07,2020-10-02,False
125,2020-07-01,1,2020-07-04,2020-09-30,False
125,2020-07-01,2,2020-07-02,2020-10-14,True
125,2020-01-01,0,2020-01-06,2020-03-29,False
125,2020-01-01,1,2020-01-02,2020-04-08,False
125,2020-01-01,2,2020-01-07,2020-03-30,False
125,2020-01-01,3,2020-01-06,2020-04-25,True
125,2020-01-01,4,2020-01-06,2020-03-30,False
125,2020-01-01,5,2020-01-02,2020-04-09,True
126,2021-07-01,0,2021-07-05,2021-09-30,True
126,2021-07-01,1,2021-07-02,2021-10-19,False
126,2021-07-01,2,2021-07-02,2021-09-21,False
126,2021-01-01,0,2021-01-02,2021-04-15,False
126,2021-01-01,1,2021-01-03,2021-04-22,False
126,2021-01-01,2,2021-01-07,2021-04-07,True
126,2021-01-01,3,2021-01-07,2021-04-04,False
126,2021-01-01,4,2021-01-07,2021-04-01,True
126,2021-01-01,5,2021-01-07,2021-04-23,False
126,2020-07-01,0,2020-07-03,2020-10-19,True
126,2020-07-01,1,2020-07-02,2020-09-25,False
126,2020-07-01,2,2020-07-04,2020-10-21,False
126,2020-01-01,0,2020-01-02,2020-04-13,False
126,2020-01-01,1,2020-01-02,2020-04-02,False
126,2020-01-01,2,2020-01-04,2020-04-18,False
126,2020-01-01,3,2020-01-06,2020-04-10,False
127,2021-07-01,0,2021-07-03,2021-10-17,False
127,2021-07-01,1,2021-07-03,2021-10-17,True
127,2021-01-01,0,2021-01-03,2021-04-13,False
127,2021-01-01,1,2021-01-07,2021-04-07,False
